EL,88.1
CRWD,268.72
EMN,105.93
DOW,51.51
CTAS,203.77
ADSK,266.89
SPGI,522.38
CSGP,75.73
CSX,34.07
STX,102.07
GM,47.52
FDX,297.34
DXCM,68.94
GPC,137.33
ICE,162.81
CCL,18.03
FITB,42.51
SYY,77.78
FTV,74.73
BLDR,193.89
MOH,353.05
SLB,41.5
LYV,102.92
K,80.64
AEE,85.02
O,62.49
XYL,133.14
DVA,164.22
SMCI,439.38
BKR,34.73
COR,234.53
HCA,397.5
TGT,151.96
CAH,111.32
MAR,235.61
EPAM,200.4
BDX,231.27
PSX,128.3
FI,175.3
DGX,155.38
ROK,263.2
FANG,179.77
ROST,150.32
ZTS,195.71
VLTO,108.94
APA,25.25
TSLA,227.87
HSIC,71.24
CAG,32.56
DECK,155.1
NEM,53.11
HBAN,14.57
DUK,116.73
BALL,67.22
GEHC,86.79
KIM,23.58
BX,155.05
AAL,11.17
PCG,19.86
TRMB,58.31
CAT,353.69
IPG,31.23
AVGO,162.47
JNPR,39.03
LIN,471.66
AOS,82.47
EXR,178.78
STLD,114.49
PARA,10.44
NTRS,90.65
F,10.9
KMX,79.39
UNH,577.96
NFLX,706.91
WBA,9.06
AMZN,186.88
WM,203.12
D,58.35
MPWR,867.31
HES,130.81
MET,78.28
A,138.35
FDS,448.28
REGN,1146.75
HLT,220.38
TDG,1375.45
REG,73.68
CTLT,60.35
FE,43.69
PODD,235.54
ODFL,194.66
SBUX,96.44
PAYC,169.04
AIG,73.6
WBD,8.45
ENPH,118.53
CNC,75.39
AMT,239.45
ETSY,54.09
ITW,254.72
HUBB,411.29
CVS,57.83
NXPI,232.57
DFS,137.58
ULTA,397
QRVO,100
APH,63.99
GE,180.33
MKTX,258.38
NWSA,26.34
FIS,85.04
AVB,230.79
VTRS,11.82
C,59.29
CL,104.56
SYF,49.19
CMG,58.5
MSI,438.91
DOC,21.94
LW,65.69
HAS,70.42
CCI,119.54
TER,129.71
HUM,311.8
TTWO,152.71
KHC,35.04
GRMN,171.58
CDNS,274.79
GD,303.85
HOLX,82
LHX,229.71
CHRW,100.26
EQR,77.34
FMC,63.34
ED,104.54
AMCR,10.99
BSX,82.52
CI,356.23
META,536.315
VZ,44.08
EIX,86.06
EVRG,61.91
ACGL,113.96
ROL,51.4
SPG,164.35
BAC,39.55
PNR,93.91
ADM,60.46
BMY,49.49
AXP,265.4
FRT,115.63
LDOS,154.34
HIG,117.07
BK,70.81
BAX,39.81
AAPL,216.79
FSLR,239.98
DLR,157.58
DHI,195.35
PEP,176.87
CBRE,118.17
ES,68.23
ABT,118.13
TMUS,202.7
VTR,64.43
CE,125.76
INTC,21.47
ADI,225.35
CSCO,50.61
UDR,46.37
APD,291.13
ZBRA,354.52
MU,88.73
LULU,268.41
DHR,272.47
IFF,104.22
CLX,164.69
NOW,885.83
IR,93.97
IP,49.49
RF,22.53
ORCL,167.47
BKNG,4042.43
BG,97.69
FAST,70.59
EXC,40.2
HPQ,34.43
NWS,27.65
BXP,80.41
SBAC,245
BIIB,198.21
DPZ,412.44
ANET,360.95
HWM,94.59
XEL,64.5
CFG,40.54
HPE,18.2
TSCO,276.75
IVZ,16.6
AFL,109.56
MCHP,77
ESS,312.14
GOOG,160.28
APTV,70.22
PM,123.23
J,144.94
DOV,188.35
ZBH,106.24
COF,145.08
NDAQ,72.7
DRI,161.53
NI,34.18
FTNT,75.61
BRO,103.2
CPRT,50.72
BLK,904.52
YUM,132.35
WST,295.86
CZR,40.25
MRNA,71.99
CBOE,213.65
ARE,124.01
AON,349.2
UAL,52.64
AMD,150.82
CDW,223.32
HON,204.24
PTC,175.7
PPL,32.4
VRSN,182.86
ABNB,122.12
ETR,129.08
PAYX,134.93
KKR,127.97
INVH,36.11
KEYS,150.49
WRB,58.13
LRCX,766.04
AVY,220.2
INCY,66.43
TEL,147.78
TFC,41.88
CMS,70.26
DAL,46.68
MSCI,556.38
PCAR,97.99
ON,71.42
KDP,37.5
QCOM,168.7
CMCSA,39.28
ECL,250.46
ROP,551.83
AEP,104.21
CTSH,76.22
ISRG,483.32
PYPL,71.77
L,79.29
DVN,40.46
PFG,83.82
SNPS,502.25
AIZ,195.74
TROW,107.92
CPAY,306.88
WEC,95.74
HRL,32.37
CMI,301.59
BF-B,47.04
PLD,128.87
ORLY,1127.92
BR,210.96
DAY,58.99
TECH,75.28
BBY,99.48
COO,109.83
EXPD,123.7
MMC,228.07
COP,108.29
DTE,125.68
T,21.78
EFX,297.81
WYNN,80
MO,50.5
WFC,54.51
LVS,41.4
WELL,127.46
PHM,140.46
AME,168.57
WMB,45.53
UNP,253.55
CPT,123.99
AKAM,97.87
MPC,163.87
WTW,292.94
CNP,28.32
LEN,189.36
MOS,25.65
NVDA,115.59
TRGP,152.02
GOOGL,159.32
VRTX,481.26
PFE,29.83
VICI,33.71
CRL,206.21
AXON,382.57
NDSN,255.18
ALL,190.26
MSFT,435.15
PPG,127.46
IQV,239.98
BIO,333.66
MA,500.99
MLM,534.04
JKHY,175.69
PANW,337.93
ELV,543.51
CB,290.78
KR,55.04
AJG,295.94
JBHT,167.99
CVX,143.41
RCL,168.4
BBWI,29.16
KLAC,739.6
WAT,328.97
ALLE,143.37
MMM,133.57
LNT,60.31
CRM,255.19
LLY,906.18
DIS,92.86
POOL,371.86
IT,507.35
MRO,27.36
IDXX,512.27
FOXA,40.53
AMAT,188.59
ADBE,515.03
HST,17.81
MCD,293.75
GIS,74.5
LYB,94.99
HD,383.24
MNST,51.07
RTX,118.73
IRM,115.92
ETN,311.73
TT,374.6
BEN,20.35
SJM,119.71
EW,67.23
GS,485.39
CTRA,23.01
STE,241.68
BA,156.39
NEE,84.97
GL,106.18
V,291.56
KO,71.8
KMB,141.66
CARR,77.96
MCO,482.73
DLTR,73.5
PEG,84.73
USB,44.68
NTAP,119.04
WMT,78.6
LMT,567.01
PNC,181.49
TDY,428.89
DG,86.01
GPN,112.07
INTU,644.82
MRK,118.29
RSG,201.75
TYL,579.39
ACN,337.04
LH,227.01
FICO,1884.45
TJX,117.84
MHK,154.95
SO,89.65
KMI,21.56
NRG,81.32
EQT,33.27
BRK-B,456.68
PRU,118.68
SWKS,96.75
EOG,123.19
OMC,101.73
ADP,279.41
EBAY,64.88
MTCH,35.94
PKG,213.2
ANSS,317.25
VST,91.15
COST,897.27
VRSK,267.02
AES,19.24
GEV,237.15
EMR,103.9
MCK,513.91
XOM,114.18
PNW,89.97
NCLH,19.76
AWK,149.9
TSN,61.8
MAA,164
FFIV,214.64
UBER,72.78
BWA,32.9
EQIX,864.33
JPM,209.25
HII,265.41
AZO,3078.31
LKQ,40.84
GDDY,153.9
CINF,136.17
ALB,89.82
MGM,37.21
ATO,138.15
OTIS,96.09
STT,86.69
MDLZ,75.1
TAP,56.08
SYK,363.95
AMGN,332.8
IEX,204.69
HSY,199.28
EXPE,138.41
KVUE,23.39
FOX,37.44
EA,142.59
STZ,252.86
RMD,250.88
PWR,273.92
CEG,201.23
FCX,43.13
TRV,241.54
PG,175.88
NKE,80.64
PSA,357.57
VMC,245.12
URI,771.26
SWK,103
MKC,84.5
JCI,72.87
PH,605.17
CTVA,57.04
OXY,52.06
CF,81.47
KEY,16.57
WDC,65.89
SCHW,63.84
RL,184.21
CME,218.18
MAS,81.25
TPR,43.28
TMO,610.49
MTB,173.82
CHTR,339.35
MTD,1383.47
AMP,452.23
JNJ,167.07
SRE,83.95
TXT,88.69
NOC,520.75
SOLV,72.33
SHW,378
GNRC,143.72
GILD,83.05
UPS,130.65
RJF,120.68
SW,47.33
IBM,214.13
VLO,135.8
DE,397.88
GEN,26.46
NSC,246.24
HAL,29.3
MDT,88.63
NUE,142.18
TXN,201.39
SNA,280.08
TFX,241.44
UHS,232.28
MS,99.84
ALGN,253.16
CPB,51.52
ABBV,193.45
OKE,94.66
PGR,256.91
GWW,1013.98
RVTY,122.71
WAB,174.13
