BX,188.42
JNPR,37.23
CSCO,58.62
LYB,75.67
EPAM,244.64
IT,508.46
LUV,33.02
GWW,1142.62
CPB,42.99
NFLX,918.87
D,54.04
FTNT,97.95
CB,276.09
ALLE,138.83
INTU,656.45
TDG,1259.12
QRVO,69.59
AMT,197.16
DECK,206.63
TER,123.22
CHRW,111.38
CPRT,61.23
CEG,239.07
EL,80.04
AMZN,227.46
CCI,97.11
HCA,313.93
HII,192.14
CPT,120.17
AME,187.38
UBER,59.93
WMB,54.43
BMY,55.78
GNRC,167.25
DE,440.44
MTB,199.29
EMR,130.2
TEL,150.09
ADP,296.76
NDAQ,80.12
PYPL,91.02
WBA,10.39
VRSK,283.35
JPM,239.94
MCHP,59.93
SWK,82.8
GDDY,206.78
BWA,34.05
TMUS,231.94
KKR,154.34
BLDR,166.43
ORCL,173.39
ABNB,130.95
CVX,153.87
VICI,31.13
NXPI,216.84
NEM,40.22
TSLA,436.23
ADSK,303.77
GRMN,215.4
GOOG,191.38
DRI,166.69
IVZ,18.04
LIN,435.3
ICE,155.58
XEL,68.12
HOLX,73.65
BIIB,150.03
ODFL,200.69
CFG,45.7
VST,144.89
ED,92.69
WY,30.06
GD,263.11
MSFT,447.27
CBOE,200.98
UAL,95.11
BG,82.65
HUBB,453.62
KLAC,653.76
BAX,30.32
ANSS,340.24
EXPD,118.51
FOXA,47.08
K,80.56
TAP,61.07
GPC,121.22
AMD,126.91
CSGP,75.07
CL,93.44
LNT,60.45
ESS,299.79
CF,89.5
CAH,118.1
PTC,198.68
CI,281.86
EMN,98.5
ALL,196.26
PLD,111.13
INTC,20.34
FIS,84.1
MNST,52.76
PCAR,113.01
SMCI,36.45
CZR,37.01
EVRG,61.91
META,620.35
BBY,87.6
DOC,20.76
CMI,367.51
IPG,29.89
ZTS,178.18
ITW,272.11
HLT,252.76
QCOM,158.53
DAL,61.52
GM,52.53
IQV,199.06
GILD,91.855
APA,22.86
IP,55.54
CAT,380.51
MRNA,41.83
DFS,176
PPG,124.17
DTE,121.28
AEE,89.84
AAL,16.92
AMP,549.76
AIG,72.87
EQR,73.28
WTW,311.39
WST,330.05
AES,13.35
CDNS,306.75
KEYS,166.5
CNP,31.94
AJG,284.59
CVS,49.37
ABBV,173.37
DOW,40.86
RCL,245.17
NVDA,134.25
PAYX,140.98
CTAS,211.22
FI,204.66
GOOGL,189.82
MU,102.5
PSX,122.72
EBAY,63.84
STLD,122.37
ADBE,465.69
CRWD,368.02
IDXX,432.1
AKAM,99.24
STX,95.75
J,136.99
DG,76.94
FFIV,261.81
FTV,76.86
AXP,302.14
SW,53.73
COR,232.24
ETR,74.24
FSLR,199.67
TRGP,184.62
DXCM,77.19
AON,361.19
JBHT,179.79
AFL,104.52
MOH,303.02
ISRG,539.58
CTSH,80.06
EIX,81.89
DAY,77.17
XYL,120.6
MGM,36.25
LULU,391.63
PFE,25.58
TFC,45.78
SWKS,90.98
CHTR,379.78
BDX,225.56
AVY,195.14
COO,94.85
SNPS,508.28
AOS,72.49
WBD,12.07
BALL,58.24
AAPL,248.13
WDC,65.12
HES,140.2
FE,40.27
EFX,265.81
AVB,226.42
COST,989.35
MTCH,31.45
BR,233.53
HIG,112.08
PARA,11.22
CBRE,137.3
MSCI,625.1
HON,227.62
KHC,31.69
ACN,358.68
VRSN,197.4
ARE,102.66
HBAN,17.17
ON,65.96
A,139
CPAY,357.07
DGX,155
DLR,185.04
CCL,25.9
AWK,129.59
ADM,52.4
CSX,33.24
LYV,135.95
FMC,53.5
BK,78.83
NUE,125.25
ATO,140.58
APD,312.3
ELV,381.41
TRMB,73.59
FDS,488.74
YUM,137
AVGO,224.8
PM,126.62
INVH,33.07
WM,213.2
AZO,3370.27
PGR,251.8
CMS,67.32
REGN,731.3
MKTX,233.73
IR,101.1
CHD,105.64
EXC,36.87
CTLT,63.07
ENPH,73.84
HRL,32.94
HD,416.98
IEX,223
MCK,576.24
AIZ,217.83
PEG,86.81
NWSA,28.61
MDLZ,61.93
LOW,262.39
AXON,644.91
PKG,238.1
BLK,1056.54
TDY,475.05
UPS,128.76
BRO,104.19
KDP,33.55
TRV,246.3
MSI,469.79
EQIX,965
FDX,283.42
UDR,44.47
PFG,78.91
PNC,201.5
RMD,238.52
BBWI,38.22
VMC,275.77
GS,585.48
MMC,215.07
CRM,354.31
TGT,134.52
JCI,82.63
KMB,131.34
HWM,113.43
CAG,28.2
DUK,108.82
PAYC,234.5
HSIC,76.6
DD,80.84
TXT,80.92
HST,18.58
LHX,223.16
NEE,73.62
MRK,102
JKHY,179.8
DPZ,453.17
FAST,78.47
KMI,26.88
KIM,24.61
PG,171.06
LRCX,76.26
O,55.34
BKNG,5227.61
MA,529
APH,73.63
INCY,68.55
XOM,110.84
URI,778.82
LLY,789.12
TTWO,185.48
GEN,29.86
RSG,208.97
F,10.39
WAB,199.68
ETSY,58.98
NI,36.55
PODD,269.34
TJX,124.85
DOV,201.01
EG,362.81
VLO,129.14
TXN,191.59
ZBRA,403.59
SYY,79.96
LMT,494.65
RF,25.11
MLM,550.92
SLB,40.22
LVS,53.87
SPG,179.6
L,84.18
UNP,234.98
DIS,113.34
EW,73.32
ETN,356.01
IBM,230.82
OTIS,97.79
MO,54.92
MCD,296.6
DLTR,70.09
ES,59.52
IFF,87.4
TT,399.36
ANET,112.37
POOL,362.95
NWS,31.43
MS,127.4
AMAT,169.35
SBAC,214.28
MPC,145.56
WAT,378.26
CTRA,25.33
GPN,114.21
RL,227.45
PRU,120.48
GEV,332.01
LEN,154.39
BIO,336.28
MOS,26.79
LW,79.27
IRM,111.9
FANG,163.34
PPL,32.29
MKC,80.56
TMO,526.89
REG,75.37
COF,184.53
HPE,21.83
BEN,21.97
USB,51.03
BSX,90.11
CLX,164.9
NCLH,26.8
DVN,33.88
SCHW,79.54
ECL,250.2
PCG,19.75
PSA,317.62
FOX,44.72
GIS,66.69
BRK-B,457.9
VTRS,12.63
PH,671.82
GE,166.01
MTD,1276.98
OXY,47.64
CTVA,59.49
FITB,45.55
CINF,152.22
SPGI,505.75
CDW,176.06
KEY,18.13
CRL,190.46
ACGL,93.42
ULTA,424.11
CARR,73.01
V,314.74
CMG,64.59
NOC,480
ABT,113.38
RTX,117.75
NRG,94.98
TROW,119.54
SJM,113.53
BA,169.65
AEP,92.71
LH,232.01
MHK,127.81
MMM,129.92
CE,68.58
KR,62.06
COP,101.02
HAS,61.76
FRT,114.25
TYL,611.65
PHM,118.42
HAL,28.68
PEP,157.97
MAR,287.08
DHR,234.89
WFC,70.44
ADI,216.61
EOG,126.77
NOW,1121.1
PANW,196.56
APTV,57.97
WELL,129.12
SOLV,69.56
STT,100.46
VZ,42.28
CMCSA,39.92
MPWR,608.44
WMT,94.25
C,71.01
NSC,246.22
PNW,87.55
PNR,107.16
LDOS,153.16
TSN,60.48
MDT,82.48
ROL,48.77
SRE,89.16
PWR,337.6
NTAP,121.95
STE,214.22
GL,105.42
ZBH,106.74
NDSN,226.46
WRB,60.76
ORLY,1270.6
NKE,77.25
KO,63.12
EXR,158.2
BF-B,44.98
UHS,187.4
MCO,489.02
JNJ,146.62
VRTX,463.73
ALGN,235.39
ROK,297.2
BKR,42.15
WYNN,94.53
BAC,45.67
SBUX,97.42
SO,83.2
MAA,157.22
STZ,239.66
WEC,95.74
ROP,543.66
KVUE,22.21
T,23.63
ROST,153.53
SNA,355.11
FCX,41.59
UNH,520.48
GEHC,81.1
RVTY,115.94
DHI,149.87
BXP,79.93
AMCR,9.9
CME,237.19
GLW,48.15
LKQ,37.98
CNC,59.42
SHW,364.5
TFX,180.14
VLTO,104.22
EA,157.62
ALB,99.38
RJF,160.49
TSCO,57.09
AMGN,270.62
MAS,78.76
HUM,274.12
EQT,45.59
NTRS,104.98
HPQ,34.55
SYK,374.6
DVA,152.73
TPR,63.2
MET,82.99
KMX,86.26
HSY,183.1
EXPE,183
VTR,59.91
TECH,75.69
OKE,104.03
JBL,135.13
SYF,68.06
NVR,8587.63
OMC,90.32
FICO,2168.89
