TFC,46.38
PODD,279.55
HON,205.01
FE,40
CSGP,73.27
GOOG,185.43
MCHP,53.85
INTC,22.48
BX,160.89
CPAY,367.48
MU,91.68
REG,74.41
FIS,72.58
XEL,67.4
EXPE,202.61
AVGO,236.35
NDAQ,79.92
EBAY,67.94
BBY,86.79
CSCO,62.53
CHTR,354.56
BAC,46.21
FITB,43.43
F,9.23
WM,227.4
FI,227.73
EXPD,111.04
GEHC,85.9
CEG,313.8
BKR,46.41
LYV,149.69
TDG,1353.46
FANG,155.46
HES,144.8
NXPI,219.79
META,725.38
CCI,89.73
BXP,70.43
PFE,25.47
STLD,132.3
ZBH,98.99
ZBRA,352.92
FCX,37.96
ADBE,462.76
NTRS,110.1
LRCX,81.57
AON,386.74
INTU,576.54
VTRS,10.6
RTX,126.78
CF,81.18
HUBB,391.21
CL,86.73
FTNT,107.7
GD,251.33
CPT,118.4
VRTX,453.2
FSLR,158.61
KHC,28.62
PG,169.58
BR,242.38
GEV,369.65
BA,186.25
EMR,124.5
GS,649
EVRG,66.43
COO,92
AMZN,228.93
TAP,53.45
WBA,9.47
DGX,164.35
AMD,111.72
ORLY,1324.3
ULTA,373.12
PANW,196.73
CMCSA,34.9
ATO,146.34
MNST,48.17
LIN,458.56
CBOE,212.04
CPRT,59.02
MAR,290.45
PARA,10.64
PM,149.89
ODFL,203.02
KO,68.71
ORCL,172.22
HOLX,63.53
CDNS,294.045
NEM,46.81
NKE,72.26
CB,265.07
JKHY,170.19
RJF,161.1
TRGP,200.59
AAL,16.26
MA,564.6
GE,209.64
ROST,139.55
AMGN,295.06
WY,29.59
IVZ,18.28
ADP,306.65
SMCI,39.68
GOOGL,183.61
STT,98.22
COR,243.59
NVDA,131.14
GDDY,207.53
ICE,166.56
STX,99.21
AXON,665.08
LNT,60.63
WTW,318.96
CDW,188.94
WST,322.28
FTV,80.17
AFL,102.94
APTV,65.45
YUM,146.51
BG,69.07
DXCM,83.87
AMP,526.86
CE,66.41
IQV,197.82
AMT,189.52
CRWD,434.63
POOL,335.45
CI,292.69
ETSY,52.79
VLTO,100.06
DOW,38.26
IEX,193.54
UAL,104.18
INVH,31.51
WELL,146.5
AME,185.5
ALLE,131.5
QCOM,170.29
ADSK,297.28
AMAT,180.89
TER,111.54
TEL,146.49
GRMN,209.63
IRM,102.73
AEP,102.35
CSX,32.92
AEE,97.26
WBD,9.82
HBAN,16.59
TSLA,336.51
HAS,59.72
TSCO,55.87
HUM,260.03
ADI,205.13
AKAM,101.06
EXC,42.89
CVX,154.9
CAH,127.06
LDOS,136.85
IR,91.35
EQIX,935.2
CFG,46.16
ON,50.06
ANSS,334.12
