KLAC,636.62
HES,135.42
CLX,161.83
MU,87.33
WMT,90
EQIX,944.23
AAPL,243.85
MTCH,32.61
KDP,31.76
ABBV,179.44
FCX,37.88
EQR,70.07
NDAQ,77.43
MPWR,594.22
C,69.94
HSIC,68.55
HST,17.2
DAY,71.39
MS,124.78
INTU,622.79
NDSN,204.97
ROST,152.6
DPZ,434.93
FITB,42.17
BXP,73.7
AAL,17
CINF,142.48
CRM,330.66
AMP,529.96
MKTX,225.3
APTV,60.3
PFE,26.61
JCI,78.95
LNT,58.51
AMGN,259.28
AMZN,220.22
CNC,60.51
LIN,414.17
TSCO,52.38
WBA,9.19
AZO,3250
LULU,372.31
IR,90.52
AEP,91.94
WDC,61.87
CSCO,59.1
CRWD,347.34
COR,224.74
ICE,149.34
ECL,230.93
GEHC,78.38
ADI,211.35
KHC,30.77
PYPL,86.18
BALL,54.44
BK,77.41
EMR,122.18
GNRC,157
CBRE,129.9
BX,173.75
HCA,297.75
DRI,186.51
CPT,114.68
WELL,124.72
MDLZ,59.5
AXON,596.49
CTSH,76.41
AMT,181.03
AIZ,211.41
CBOE,196.44
QCOM,153.64
FMC,48.74
AON,354.98
ETR,75.4
LYB,72.78
EPAM,229.16
AMD,120.63
CHD,103.84
INCY,69.53
PM,121.1
GEN,27.48
JBL,142.83
LRCX,72.44
TECH,71.48
MNST,52.31
DOV,185.64
VTRS,12.42
DVA,149.82
KIM,22.97
TGT,137.19
CHRW,102.78
AMAT,163.87
DECK,204.54
ABT,113.44
GM,51.37
AXP,298.43
LHX,207.36
BG,77.57
NSC,234.6
AEE,88.99
TPR,65.63
AJG,275.89
CVX,146.71
EXC,37.66
SCHW,73.84
HII,187.61
SYY,75.71
CAH,118.02
FOXA,48.99
SLB,38.4
WST,328.39
GOOG,190.63
GPC,116.06
PODD,256.85
SYF,65.25
AOS,67.33
GRMN,204.55
WBD,10.66
ATO,138.29
ULTA,429.16
CSX,32.16
PRU,118.27
K,81.06
WY,27.99
DGX,150.96
BAX,29.26
ED,89.03
HAL,27.73
EMN,88.52
CMI,347.65
FI,205.98
CE,68.42
RCL,229.02
FE,39.91
PSX,114.41
CL,90.55
GOOGL,189.43
BEN,20.14
INTC,20.22
DLR,177
COF,178.71
ELV,365.83
AVB,217.07
AME,178.33
MCHP,56.88
SMCI,30.05
BAC,44.29
ADP,289.65
TFC,43.33
CFG,43.6
PAYC,201.4
ETN,331.96
CPAY,339.93
AIG,72.98
CI,274.49
HUBB,419.99
NXPI,206.21
DIS,110.82
NVDA,138.31
VRSK,273.39
MA,522.4
APD,283.29
EXPD,110.02
PFG,77.39
WRB,58.01
TEL,140.64
BDX,226.49
DFS,174.2
ARE,97.5
KKR,149.19
CB,272.52
WMB,55.88
KEY,16.98
ROL,46.04
T,22.83
EVRG,61.64
ESS,279.52
BR,226.83
DHI,137.64
NFLX,886.73
GILD,91.88
OXY,49.81
MDT,80.22
EFX,251.13
MSFT,418.58
LDOS,143.3
CF,85.83
MAA,152.47
CEG,242.6
PLD,104.26
FTV,74.41
PCAR,103.42
TTWO,183.07
BRO,100.54
CPRT,56.32
REGN,715.19
L,84.16
TRGP,183.06
APA,23.38
EXPE,185.33
EQT,47.35
XOM,107.31
CMCSA,37.42
GLW,46.71
MSCI,597.13
META,599.24
TSLA,379.28
EOG,124.71
ORLY,1187.71
AVGO,231.98
ZBH,104.46
WM,200.54
WAT,368.26
DUK,107.82
QRVO,69.76
USB,47.86
O,52.6
NOW,1054.34
EBAY,62.27
MMM,129.7
HOLX,71.74
MHK,115.92
RTX,116.01
ETSY,53.11
IT,483.3
DOW,39.55
HD,388.46
MTD,1220.78
GEV,338.94
LH,228.19
CAT,359.77
LYV,129.23
NKE,73.67
BMY,56.79
COP,100.08
LW,66.04
INVH,31.43
CDNS,297.66
CAG,27.67
GL,112.24
COST,909.81
DTE,121.07
