MU,102.25
EL,95.86
BLDR,192.28
O,62.01
DLR,157
BXP,80.74
CLX,161.57
ADSK,271.16
HES,140.34
PSX,138.62
WY,32.88
CPB,47.35
DHR,270.03
ROP,544.86
TSLA,250.08
VZ,44.18
STT,87.31
CSX,34.49
FDX,260.84
AVGO,176.64
VLO,142.42
WMT,80.94
PGR,255.36
SYK,351.22
DFS,144.89
GLW,44.88
HPQ,35.99
APD,285.5
KMX,73.09
APH,62.4
CFG,41.18
MTCH,37.6
GEHC,91.42
EBAY,66.29
VRSK,265.67
SBAC,235.37
AMGN,319.66
FI,185.42
AWK,142.57
GPN,98.65
TMUS,208.28
HAS,72.31
DRI,164.84
BX,151.92
IEX,211.1
FSLR,231.13
META,595.94
AMZN,186.51
EPAM,198.35
LYV,110.87
ODFL,191.86
GOOG,168.56
TXN,202.71
AFL,115.26
PARA,10.52
PPG,128.57
FANG,194.61
SBUX,96.58
CE,136.67
EXPD,120.44
PEP,167.97
NTRS,90.46
CL,99.04
EXPE,150.72
AOS,87.4
C,62.64
IP,48.53
D,58.23
ORLY,1154.9
NFLX,719.7
DGX,150.79
MKTX,273.65
VTRS,11.59
HBAN,14.62
SOLV,67.74
GD,300.66
GE,187.08
ZTS,190.03
CEG,285.52
KIM,22.94
COR,219.94
STLD,128.22
AXP,275.97
J,140.04
AXON,421.8
WBA,8.72
FTV,76.91
ICE,162.76
AIG,76.05
ATO,139.84
LUV,31.25
HOLX,80.24
DE,407.99
PTC,179.6
IR,101.13
CME,224.43
NXPI,234.24
WST,296.5
BAX,36.32
EXC,40.21
GPC,136.7
ED,103.15
A,144.97
IFF,100.47
VST,138.41
PCG,19.71
AVB,221.02
JNPR,38.82
REG,70.85
LHX,243.66
SMCI,41.23
EQT,36.94
EMN,109
CAH,111.98
FMC,63.98
BR,215.33
EVRG,60.33
GILD,84.59
FE,43.46
CMG,57.11
INTC,22.59
CNC,72.08
GOOGL,167.06
PODD,229.94
IBM,226
TFC,42.39
SYF,51.86
TSCO,294.97
AMT,223.66
MDLZ,71.51
AEE,87.74
HON,203.78
LW,68.85
EFX,283.6
CRWD,292.24
IPG,30.79
CI,341.7
ACGL,114.86
UHS,215.68
ULTA,381.8
ALB,102.09
MGM,40.43
K,80.61
JCI,75.68
PPL,32.55
DVA,160.69
CF,90.15
MNST,50.95
DXCM,68.11
HUBB,429.72
WBD,7.78
TECH,74.78
DOW,55.34
CSCO,52.75
ROK,267.01
COP,114.54
LULU,270.38
CBRE,120.84
IQV,229.84
OMC,101.55
DOV,188.91
HAL,31.09
KEYS,156.38
T,21.91
HIG,118.09
ADM,59.23
NVDA,124.92
LKQ,39.22
DECK,166.81
FTNT,78.01
KO,70.17
NCLH,20.39
UBER,74.28
XYL,133.47
ARE,114.9
QCOM,168.9
EIX,86.18
ECL,251.02
SO,90.31
MAR,254.61
LDOS,166.39
REGN,1012.82
CCL,18.02
MAS,82.37
CAT,397.09
DHI,184.64
IVZ,17.74
BBY,99.61
PFG,87.32
BIIB,185.68
LRCX,81.54
AZO,3033.58
PAYX,138.65
DAY,61.86
VRSN,186.9
INCY,67.49
VTR,62.53
CB,290.59
SWKS,96.83
PANW,342.36
ZBH,104.68
APTV,70.33
DIS,95.15
VRTX,455.31
GRMN,170.03
CVX,150.74
WDC,66.35
CPAY,331
VMC,241.43
WYNN,105.45
EMR,111.44
ACN,362.24
CMI,331.74
ANSS,315.73
AJG,289.62
NWS,27.51
AMD,170.9
COF,153.44
ADBE,507.22
ALL,190.57
SW,46.76
BG,98.17
FIS,84.63
CRL,190.74
LNT,60.19
TRGP,158.02
ETN,333.05
MO,50.1
CHRW,106.73
INVH,34.54
BA,155
RCL,179.44
CBOE,210.42
JPM,211.22
VICI,32.42
MSFT,416.06
MPC,171.98
CARR,80.8
EW,65.49
ABNB,129.85
ON,71.54
GIS,73.61
AME,170.11
WFC,56.96
AON,348.07
CMS,71.22
WMB,49.63
NDAQ,72.12
EQIX,876.88
TT,388.36
ETR,132.5
NI,34.64
KDP,36.39
QRVO,102
GNRC,160.18
LYB,96.75
BWA,35.13
EOG,133.12
TEL,145.45
MRNA,60.2
WRB,58.51
DTE,126.98
GDDY,156.33
PCAR,103.41
HWM,102.03
DPZ,425.31
FOX,38.54
MSCI,589.72
KEY,16.78
MA,497.7
POOL,363.91
FAST,70.18
AAPL,226.8
BRO,105.65
UAL,59.22
LOW,267.76
MCHP,77.68
TROW,108.47
ELV,492.07
IDXX,477.67
SNPS,499.12
DLTR,70.9
CPT,120.86
WTW,290.69
PM,119.1
RSG,200.67
PFE,28.58
ISRG,481.95
PHM,139.44
BEN,19.9
GWW,1033.24
WEC,95.48
HRL,31.35
WELL,125.56
PNC,182.26
RVTY,123.96
ESS,289.88
WAB,183.3
URI,789.52
TGT,152.88
ENPH,105.95
JNJ,160.29
ROST,145.58
TAP,56.07
VLTO,112.02
FRT,111.35
GEN,27.49
RL,196.17
BMY,53.96
MSI,450.3
LIN,468.18
HUM,240.03
NEM,53.34
SWK,107.38
AMCR,11.2
EG,407.04
BALL,66.02
TRMB,62.14
FCX,50.55
NWSA,26.14
CRM,287.75
TFX,239.18
MRK,109.77
DG,84.35
NOC,536.74
DOC,22.12
ADP,285.16
MMM,135.27
CINF,138.72
IRM,118.28
GS,495.16
DAL,49.28
CPRT,52.9
KR,55.89
BK,71.98
LLY,887.16
AES,18.91
BF-B,47.36
ADI,228.23
CZR,44.47
MET,84.04
JBL,121.66
LH,216
PNW,87.98
MLM,524.11
CTSH,77.14
OKE,95.23
SNA,286.74
XOM,124.83
MCK,485.42
BAC,40.11
CMCSA,41.19
INTU,610.67
WAT,352.51
TER,130.5
MHK,154.44
ALLE,145.61
PKG,213.37
MRO,28.99
NRG,95.35
KVUE,22.16
FOXA,41.81
PWR,305.72
MDT,88.26
CNP,30.52
ES,65.38
AMP,486.94
ROL,49.82
TYL,579.45
OXY,55.76
KKR,133.28
BKNG,4187.7
ALGN,241.35
SPGI,512.17
RJF,127.13
ITW,258.41
MMC,222.16
EA,142.7
PNR,95.88
RF,22.84
MAA,154.62
CSGP,74.1
CHTR,326.32
ABT,112.64
SCHW,64.75
UNH,591.2
HSY,191.84
EXR,169.48
ORCL,170.86
HST,17.86
USB,44.7
MS,107.88
FDS,457
AAL,11.51
V,277.93
MCO,460.53
MKC,80.61
ANET,395.97
AMAT,201.97
TPR,46.5
BKR,37.93
UNP,238.86
EQR,73.53
JKHY,182.14
CCI,111.48
MOS,26.93
GM,45.68
OTIS,104.56
KMI,23.62
SJM,117.39
ABBV,194.29
